_id,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,study_id,session_id,__v,response,theword,block
68377fd4d6dd8f0d159990ed,2680,instructions,0,2681,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,,,
68377fd5d6dd8f0d159990ef,8595,html-button-response,2,15311,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,0,,
68377fd5d6dd8f0d159990f5,8442,html-button-response,4,28231,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,0,,
68377fd5d6dd8f0d159990f7,2411,html-button-response,5,30643,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,0,,
68377fd5d6dd8f0d159990f9,5325,html-button-response,6,35969,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,0,,
68377fd5d6dd8f0d159990f1,4033,instructions,1,6715,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,,,
68377fd5d6dd8f0d159990fb,9833,survey-multi-choice,7,45803,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""none of these""}",happiness,practice_category
68377fd5d6dd8f0d159990f3,4477,html-button-response,3,19789,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,0,,
68377fd5d6dd8f0d159990fd,1943,html-button-response,8,47747,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,0,,
68377fd5d6dd8f0d159990ff,7170,survey-multi-choice,9,54917,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""color""}",red,practice_category
68377fd5d6dd8f0d15999101,3627,html-button-response,10,58545,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,0,,
68377fd5d6dd8f0d15999103,4791,survey-multi-choice,11,63337,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""shape""}",square,practice_category
68377fd5d6dd8f0d15999105,2055,html-button-response,12,65393,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,0,,
68377fd5d6dd8f0d15999107,9830,survey-multi-choice,13,75223,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""material""}",pottery,practice_category
68377fd5d6dd8f0d15999109,2344,html-button-response,14,77567,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,0,,
68377fd5d6dd8f0d1599910b,2266,html-button-response,15,79833,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,0,,
68377fd5d6dd8f0d1599910d,3489,survey-multi-choice,16,83323,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""none of these""}",snake,category_organization
68377fd5d6dd8f0d1599910f,3642,survey-multi-choice,17,86965,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""none of these""}",sun,category_organization
68377fd5d6dd8f0d15999111,3247,survey-multi-choice,18,90213,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""none of these""}",doll,category_organization
68377fd5d6dd8f0d15999113,5497,survey-multi-choice,19,95711,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""material""}",rice,category_organization
68377fd5d6dd8f0d15999115,3965,survey-multi-choice,20,99677,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""material""}",cradle,category_organization
68377fd5d6dd8f0d15999117,6263,survey-multi-choice,21,105941,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""shape""}",sausage,category_organization
68377fd5d6dd8f0d15999119,5330,survey-multi-choice,22,111271,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""none of these""}",dragonfly,category_organization
68377fd5d6dd8f0d1599911b,4200,survey-multi-choice,23,115472,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""material""}",tea,category_organization
68377fd5d6dd8f0d1599911d,5607,survey-multi-choice,24,121080,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""none of these""}",vanilla,category_organization
68377fd5d6dd8f0d1599911f,3723,survey-multi-choice,25,124804,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""material""}",steak,category_organization
68377fd5d6dd8f0d15999121,4725,survey-multi-choice,26,129529,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""none of these""}",terrace,category_organization
68377fd5d6dd8f0d15999123,3138,survey-multi-choice,27,132668,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""material""}",tofu,category_organization
68377fd5d6dd8f0d15999125,3109,survey-multi-choice,28,135778,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""material""}",leaf,category_organization
68377fd5d6dd8f0d15999127,3414,survey-multi-choice,29,139192,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""none of these""}",lavender,category_organization
68377fd5d6dd8f0d15999129,8436,survey-multi-choice,30,147628,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""none of these""}",street,category_organization
68377fd5d6dd8f0d1599912b,8067,survey-multi-choice,31,155695,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""material""}",video,category_organization
68377fd5d6dd8f0d1599912d,5689,survey-multi-choice,32,161385,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""shape""}",ruler,category_organization
68377fd5d6dd8f0d1599912f,4906,survey-multi-choice,33,166292,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""material""}",fire,category_organization
68377fd5d6dd8f0d15999131,3175,survey-multi-choice,34,169467,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""none of these""}",alligator,category_organization
68377fd5d6dd8f0d15999133,3050,survey-multi-choice,35,172518,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""shape""}",button,category_organization
68377fd5d6dd8f0d15999135,2986,survey-multi-choice,36,175504,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,"{""Q0"":""none of these""}",police car,category_organization
68377fd5d6dd8f0d15999137,3195,html-button-response,37,178699,0,5f4d292411a04099314901e7,68377e39bf75633ec3225648,68377f1a5bcf832c42455cbd,0,0,,
68377fdbd6dd8f0d15999139,3103,instructions,0,3106,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,,,
68377fdbd6dd8f0d1599913b,1516,html-button-response,5,31024,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,0,,
68377fdbd6dd8f0d1599913d,8828,html-button-response,4,29506,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,0,,
68377fdbd6dd8f0d1599913f,10329,html-button-response,2,15773,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,0,,
68377fdbd6dd8f0d15999145,3214,html-button-response,6,34241,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,0,,
68377fdbd6dd8f0d15999141,2329,instructions,1,5438,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,,,
68377fdbd6dd8f0d15999143,4899,html-button-response,3,20675,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,0,,
68377fdbd6dd8f0d15999147,1788,html-button-response,10,52609,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,0,,
68377fdbd6dd8f0d15999149,5848,survey-multi-choice,9,50818,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""shape""}",square,practice_category
68377fdbd6dd8f0d1599914b,1672,html-button-response,8,44966,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,0,,
68377fdbd6dd8f0d1599914d,9043,survey-multi-choice,7,43290,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""material""}",pottery,practice_category
68377fdbd6dd8f0d1599914f,1227,html-button-response,12,58680,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,0,,
68377fdbd6dd8f0d15999151,4838,survey-multi-choice,11,57451,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""none of these""}",happiness,practice_category
68377fdbd6dd8f0d15999153,8417,survey-multi-choice,13,67101,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""color""}",red,practice_category
68377fdbd6dd8f0d15999155,4737,survey-multi-choice,16,74275,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""none of these""}",orange juice,category_organization
68377fdbd6dd8f0d15999157,3939,survey-multi-choice,17,78218,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""none of these""}",chili,category_organization
68377fdbd6dd8f0d15999159,1220,html-button-response,14,68324,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,0,,
68377fdbd6dd8f0d1599915b,1207,html-button-response,15,69534,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,0,,
68377fdbd6dd8f0d1599915d,4430,survey-multi-choice,18,82652,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""none of these""}",shampoo,category_organization
68377fdbd6dd8f0d1599915f,4950,survey-multi-choice,19,87605,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""none of these""}",kitty,category_organization
68377fdbd6dd8f0d15999161,9248,survey-multi-choice,20,96857,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""none of these""}",pumpkin,category_organization
68377fdbd6dd8f0d15999163,3121,survey-multi-choice,21,99982,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""material""}",tracksuit,category_organization
68377fdbd6dd8f0d15999165,5846,survey-multi-choice,24,115276,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""none of these""}",ceiling,category_organization
68377fdbd6dd8f0d15999167,5498,survey-multi-choice,22,105483,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""none of these""}",lavender,category_organization
68377fdbd6dd8f0d15999169,3939,survey-multi-choice,23,109426,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""material""}",dress (object),category_organization
68377fdbd6dd8f0d1599916b,3135,survey-multi-choice,25,118415,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""material""}",book,category_organization
68377fdbd6dd8f0d1599916d,2822,survey-multi-choice,26,121241,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""material""}",game,category_organization
68377fdbd6dd8f0d1599916f,3263,survey-multi-choice,29,132279,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""none of these""}",dumpling,category_organization
68377fdbd6dd8f0d15999171,4701,survey-multi-choice,27,125944,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""none of these""}",sun,category_organization
68377fdbd6dd8f0d15999173,3065,survey-multi-choice,28,129012,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""material""}",vacuum cleaner,category_organization
68377fdbd6dd8f0d15999175,2879,survey-multi-choice,30,135161,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""none of these""}",jello,category_organization
68377fdbd6dd8f0d15999177,4793,survey-multi-choice,33,147025,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""none of these""}",bull,category_organization
68377fdbd6dd8f0d15999179,3363,survey-multi-choice,31,138528,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""material""}",puzzle,category_organization
68377fdbd6dd8f0d1599917b,2445,survey-multi-choice,34,149474,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""none of these""}",spade,category_organization
68377fdbd6dd8f0d1599917d,3698,survey-multi-choice,32,142228,0,6736b6ee82d0cf4b0e029ff4,68377e39bf75633ec3225648,68377f306ecf8db93d9d1413,0,"{""Q0"":""none of these""}",peas,category_organization
